id,text_,rating
5441,"It's not the best looking monitor but the trade offs are worth it in my opinion. You're sacrificing viewing angles and contrast for exceptional gaming performance. It's the most connected, buttery feeling monitor I've used. With this panel you won't have to worry about VA ghosting or IPS light bleed, something that I'm very sensitive too. The color banding is completely fixed in this model compared to the previous s2417dg and s2716dg. The only issue I can find is the overshoot still occurs on faster and fastest response time settings but doesn't occur on the normal setting.",5
5442,"Love this monitor... the graphics are buttery smooth without any video lag or noticeable jitters normally associated with monitors.  It is BRIGHT when you first get it, but with a little adjustment it will look great!<br /><br />I do want to say, Amazon &#34;Pre-Black-Friday-Sale&#34; for this item was good for $296.99 but then 3 days later it was even cheaper @ $282.14, an even better deal.  Too bad Amazon cant (or wont) price match themselves... seems shady... but the monitor itself is worth the price!!!",5
5443,"Great picture and great for general purpose.  Yes, you can use it for gaming but it's only a 60Hz refresh so don't expect over 60fps.",5
5444,Great picture its just not that bright.,5
5445,"Love this monitor! I ordered two of them to have dual monitors and they look great. Who cares if it isn't 144hz refresh rate? I'm okay with 60hz. If you are an editor, graphics or web designer or even a regular computer user that uses word or social media.. this monitor is right for you! Looks beautiful next to each other.",5
5446,"I works great, but careful with touch the monitor cable. It goes blank. The cable is really sensitive. I wish they made it bit more forgiving. Like little earthquake will make this guy go blank, but all you do is make sure the wire is nice and snug again. Pretty bang for the buck. Hopefully high refresh rates come normal in monitors in the future like 90hz",5
5447,Great small touch screen with built in speakers,5
5448,"I was looking for a reasonable good quality monitor for my laptop, and this worked great for me. Easier to carry when traveling. I normally use it while sitting in my patio or couch",5
5449,"Very clear, great product.",5
5450,I had the same issues the other reviewers had and that was that the touchscreen functionality requires a lot of power the monitor just can't produce based on the cables and power supply your given. I have returned and tried a few work arounds to to avail. The reason why I gave it 1 star is because I bought it as a touch screen and it fails to work as one without some special  software update or special cables. Hardware should be simple plug and play. I did keep one of the two that I ordered as a monitor as its perfect size for home office. just wish the touch screen functionality wasn't complicated to turn on G-Story makes a perfect one .. I would have ordered another but they are out of them.,1
5451,Seller has made good on the specification issue regarding the optical drive I am very pleased with laptop,4
5452,Great value.,5
5453,Pleased with speed,5
5454,Got it for my Son for Christmas and he loves it!,5
5455,144hz masterrace!!! The only real issues that I had with this monitor were that this was a tn panel (which I already knew before I bought it) and the slight backlight bleed (which I can live with because of the price).,4
5456,"This monitor shows a nice, crizp, clean image.  I use it for work in AutoCAD, and the colors that I work with show up very nicely.  The monitor was set up quickly and easily.  I have no complaints",5
5457,"I bought this for alleged compatibility with Mac products. 2018 15"" MBPro with upgraded graphics card would not work properly with this monitor. Brand new 13"" with state of the art M1 processor would not work properly with this monitor. All of the product instructions and manuals are overly geared towards windows users. Perhaps BenQ thinks photographers are all on windows machines and not macs?",1
